,anime_id,title,synopsis,genres,score,synopsis_word_count
1418,19755,Oshiri Kajiri Mushi (TV) 2nd Season,"Continuation of the gag comedy about Oshiri Kajiri Mushi XVIII, a 10-year-old insect who goes to Biting School to inherit his family's Biting Shop business.",Comedy|Kids,5.13,25
1432,41401,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,Third season of .,Adventure|Comedy,5.86,4
1436,7452,Mini Moni Yaru no da Pyon!,"The very tiny adventures of the equally tiny bright and happy J-pop group Mini Moni, without a real continued plot between each short.",Comedy,4.41,23
1437,37126,Nobunaga no Shinobi: Anegawa Ishiyama-hen,Third season of the series.,Comedy|Historical,7.04,5
1449,7761,Masuda Kousuke Gekijou Gag Manga Biyori +,Based on a shounen gag manga by Masuda Kousuke serialised in Monthly Shounen Jump.,Comedy,7.03,14
1456,32697,Ozmafia!!,The anime will feature an original story from the game on which it is based.,Fantasy|Romance|Harem|Historical|Shoujo,5.34,15
1468,6899,Stitch! Itazura Alien no Daibouken,"The second season of Stitch!, episode numbers continue from 27.",Adventure|Comedy|Sci-Fi|Kids,6.14,10
1480,37151,Marvel Future Avengers 2nd Season,Second season of .,Action|Super Power|Kids,5.76,4
1481,6582,Tentai Senshi Sunred 2nd Season,The second season of .,Comedy|Parody|Super Power|Seinen,7.9,5
1486,30291,Mini Hama: Minimum Hamatora,Super deformed .,Comedy|Mystery|School|Super Power|Shounen,6.3,3
1497,25967,Backkom Sports,The 3rd season of Backkom which focuses on him participating and failing at a wide variety of sports.,Comedy|Sports|Kids,5.74,18
1511,38767,Cinderella Girls Gekijou: Climax Season,Fourth season of .,Comedy|Slice of Life,6.47,4
1512,35332,World Fool News (TV) Part II,Direct continuation of .,Comedy|Slice of Life,5.47,4
1526,13029,Arashi no Yoru ni: Himitsu no Tomodachi,"A new anime adaptation by Sparky Animation, Duckbill Entertainment, Baku Enterprise and Bandai Visual of the book Arashi no Yoru ni (One Stormy Night...) by Kimura Yuuichi.",Adventure|Drama,6.57,27
1527,36618,Flowering Heart 2,The second season of .,Kids,6.38,5
1556,35156,High & Low: G-Sword,Based on the High & Low live-action entertainment project.,Action|Drama|Shounen,4.46,9
1558,9627,Kakko Kawaii Sengen!,"Shorts run during Shueisha's Saki-yomi Jum-Bang! television program starting on November 5, 2010.",Comedy,5.46,13
1562,30751,Usavich Zero,Prequel to the first Usavich season.,Comedy,6.06,6
1583,17727,Haitai Nanafa 2nd Season,Continuation of the first season.,Comedy|Supernatural,5.9,5
1589,18391,Mini Van,An animated flash series of the manga Mini Vanguard.,Comedy|Slice of Life|Game|Parody,6.79,9
1639,37990,Gurazeni Season 2,Second season of .,Comedy|Drama|Sports|Seinen,6.73,4
1647,49263,Yaku nara Mug Cup mo: Niban Gama,Second season of .,Slice of Life|School,6.79,4
1661,34725,Kaito x Ansa,Second season of .,Game,4.9,4
1662,41520,Show by Rock!! Stars!!,"""All stars"" season of Show by Rock!! featuring all the bands from previous seasons.",Comedy|Music,7.08,14
1674,8961,Tono to Issho: Ippunkan Gekijou,Comedy parodying famous samurai generals and historical events.,Comedy|Samurai|Seinen,6.2,8
1677,7176,Cheburashka Arere?,"Based on the Russian ""national character"" Cheburashka. The character comes from Eduard Uspensky's story about a mysterious creature who gets accidentally transported in a box of oranges to Russia.",Comedy|Slice of Life|Kids,6.43,29
1682,16347,Usavich V,The fifth season of Usavich.,Comedy,6.33,5
1702,37422,Cinderella Girls Gekijou 3rd Season,The third season of .,Comedy|Slice of Life,6.54,5
1704,37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,The second cour of season 2.,Comedy|Fantasy|Supernatural|Demons|Seinen,7.85,6
1719,41623,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Second season of .,Comedy|Fantasy|Ecchi|Harem,6.72,4
1743,28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,A spin-off of the series.,Slice of Life|Parody|School,6.74,5
1757,39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Second season of .,Action|Comedy|Drama|Mystery|Supernatural|Shounen,6.85,4
1759,10513,Usavich IV,The fourth season of Usavich.,Comedy,6.66,5
1776,42657,Himitsukessha Taka no Tsume: Golden Spell,Latest series to be aired on TV.,Comedy|Parody|Super Power,5.7,7
1783,35254,Time Bokan: Gyakushuu no San Akunin,Second season of .,Adventure|Comedy|Historical|Mecha,5.53,4
1796,42959,Yatogame-chan Kansatsu Nikki Sansatsume,Third season of .,Comedy|Slice of Life|School|Shounen,6.34,4
1800,36440,Ku Pao Ying Xiong,The animation tells the story of Xiao Shuai who has gone into a cool running world by accident and is embroiled in a dispute between parkour colleges.,Action|Adventure|Fantasy|Game,5.35,27
1825,5032,Cobra The Animation,"This Cobra adaptation features short arcs of Cobra saving the world, his friends or himself.",Action|Adventure|Sci-Fi|Space,7.02,15
1833,28921,Disney Tsum Tsum,Disney Tsum Tsum is a series of shorts on YouTube following the adventures of Tsum Tsums in Disneyland.,Kids,5.69,18
1855,34106,Kyoukai no Rinne (TV) 3rd Season,The third season of .,Comedy|Supernatural|School|Shounen,7.06,5
1859,35334,ClassicaLoid 2nd Season,Second season of .,Comedy|Music,6.46,4
1882,30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,Continuation of .,Action|Drama|Sci-Fi|Mecha|Military,7.61,3
1884,32802,Cardfight!! Vanguard G: Stride Gate-hen,The second half of the second season of series.,Action|Game|Shounen,6.69,9
1901,20267,Wooser no Sono Higurashi: Kakusei-hen,Second season of .,Comedy|Fantasy|Slice of Life,6.58,4
1914,35883,Cinderella Girls Gekijou 2nd Season,The second season of .,Comedy|Slice of Life,6.63,5
1926,36196,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,"Second Season of .It is receiving a TV broadcast, not just dTV streaming like the previous season.",Comedy|Fantasy|Parody,5.96,17
1932,34836,Future Card Buddyfight Battsu,The fourth season of .,Game,6.47,5
1965,31196,Cardfight!! Vanguard G: GIRS Crisis-hen,The first half of the second season of series.,Action|Game|Shounen,6.66,9
1985,48804,Isekai Shokudou 2,Second season of .,Fantasy|Gourmet|Slice of Life,7.65,4
2004,16726,gdgd Fairies 2,Direct continuation of the previous season. Full CG series about a 3 fairies who ramble over about random subjects in 3 locations.,Comedy|Fantasy,6.92,22
2024,40763,Show By Rock!! Mashumairesh!!,New TV Series featuring the new band Mashumairesh!!.,Comedy|Music,6.89,8
2038,27741,Shounen Hollywood: Holly Stage for 50,Second Season of Shounen Hollywood: Holly Stage for 49.,Slice of Life|Music|Shoujo,6.44,9
2044,34077,Cardfight!! Vanguard G: Next,Third season of series.,Action|Game|Shounen,6.62,4
2047,10348,Fireball Charming,A 3D computer animation about a female robot duchess named Drossel von Flügel and her guardian servant robot Gedächtnis.,Sci-Fi,6.77,19
2053,36022,Cardfight!! Vanguard G: Z,Fourth season of series.,Action|Game|Shounen,6.52,4
2065,37988,Uchuu Senkan Tiramisù II,Second season of .,Comedy|Sci-Fi|Slice of Life|Mecha|Space,6.52,4
2073,3205,Cream Lemon: Lemon Angel,"Franchise combining a real life idol trio and limited animation short stories, with their cartoon alter egos thrown into various bizarre and generally sexual situations.",Ecchi|Music,5.22,25
2084,32785,Future Card Buddyfight Triple D,Third season of .,Game,6.44,4
2114,36800,Amanchu! Advance,Second season of .,Comedy|Slice of Life|School|Shounen,7.11,4
2124,39960,Yatogame-chan Kansatsu Nikki Nisatsume,Second season of .,Comedy|Slice of Life|School|Shounen,6.33,4
2154,42391,Osomatsu-san 3rd Season,Third season of .,Comedy|Parody,7.36,4
2159,41530,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season - Kakusei Zenya,Second season of .,Drama|Suspense|Psychological,7.04,4
2175,31560,Miss Monochrome The Animation 3,Third season of .,Comedy|Slice of Life|Music,6.53,4
2177,32039,Show By Rock!! Short!!,Happy-go-lucky short stories of daily lives of the band members of Plasmagica and ShinganCrimsonZ.,Comedy|Music,6.43,14
2190,11341,Tantei Opera Milky Holmes Dai 2 Maku,Second season of Tantei Opera Milky Holmes.,Comedy|Mystery|Super Power,7.19,7
2193,34738,Sengoku Choujuu Giga: Otsu,Second season of .,Supernatural|Demons|Historical|Samurai,5.85,4
2211,16241,"Yondemasu yo, Azazel-san. Z","The second season of Yondemasu yo, Azazel-san.",Comedy|Supernatural|Demons,7.55,7
2299,30344,The iDOLM@STER Cinderella Girls 2nd Season,Second season of .,Comedy|Drama|Music,7.35,4
2358,44940,World Trigger 3rd Season,Third season of .,Action|Sci-Fi|Supernatural|School|Shounen,8.32,4
2412,13377,Recorder to Randoseru Re♪,Second season.,Comedy|Slice of Life|School|Seinen,6.84,2
2417,34863,Zoku Touken Ranbu: Hanamaru,Sequel of .,Action|Comedy|Drama|Fantasy|Slice of Life|Historical,7.27,3
2448,24835,Mobile Suit Gundam-san,Anime adaptation of the 4-koma manga .,Comedy|Mecha|Parody,6.16,7
2461,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,Second season of Hakkenden: Touhou Hakken Ibun.,Action|Fantasy|Supernatural|Demons|Shoujo,7.64,7
2468,48505,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Second season of .,Adventure|Comedy|Fantasy|Supernatural|Demons|Historical,7.22,4
2469,33795,Mahou Shoujo Nante Mou Ii Desukara. Second Season,Second season of,Comedy,6.05,3
2497,40529,No Guns Life 2nd Season,Second half of .,Action|Drama|Sci-Fi|Seinen,7.05,4
2511,23201,Sengoku Basara: Judge End,"Based on CAPCOM's 2010 game Sengoku Basara 3 (Sengoku Basara: Samurai Heroes), Sengoku Basara: Judge End will depict the epic Battle of Sekigahara.",Action|Historical|Martial Arts|Samurai|Super Power,6.84,23
2515,9510,Mitsudomoe Zouryouchuu!,Second season of .,Comedy|Slice of Life|School,7.67,4
2546,49110,Yami Shibai 9,Ninth season of .,Avant Garde|Horror|Supernatural,5.81,4
2578,38268,Hangyakusei Million Arthur 2nd Season,Second season of .,Action|Adventure|Fantasy,6.24,4
2582,18099,Recorder to Randoseru Mi☆,Third season of Recorder to Randoseru.,Comedy|Slice of Life|School|Seinen,6.64,6
2589,42414,Eternity: Shinya no Nurekoi Channel ♡,Anime adaptation of 12 romantic works from the Eternity Books manga label.,Romance|Ecchi,5.77,12
2652,14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,Original anime that aims to teach English with cute girl characters.,Comedy,5.1,11
2654,35370,Teekyuu 9,Ninth season of the anime series.,Comedy|Sports,6.54,6
2661,38835,Umayon,"It's a ""pop"" and cute everyday anime based on the 4-koma manga featuring the characters from .",Comedy|Slice of Life|Sports,6.2,17
2666,32228,Teekyuu 7,Seventh season of the series.,Comedy|Sports|Shounen,6.64,5
2685,31534,Larva,Daily live of two larvae.,Comedy,5.86,5
2689,33811,Teekyuu 8,Eighth season of the anime series.,Comedy|Sports|Shounen,6.61,6
2692,35789,Yowamushi Pedal: Glory Line,Fourth season of the series.,Comedy|Drama|Sports|Shounen,7.59,5
2699,40197,Urashimasakatasen no Nichijou,"The anime centers on the members of the real-world four-member male vocal unit Urashimasakatasen. Uratanuki, Shima, Tonari no Sakata, and Senra appear in the shorts as high school students.",Comedy|Slice of Life|School,5.93,29
2722,7463,Weiß Survive R,The second season of Weiß Survive.,Comedy|Ecchi|Game,6.06,6
2739,3737,Usavich,"Collection of animated shorts from MTV Japan and produced by Studio Kanaban that follows the misadventures of Kirenenko and Putin, two rabbits stuck in a Russian prison.",Adventure|Comedy,6.9,27
2758,6525,Peeping Life,Slice of life comedy about pitfalls of Japanese society.,Comedy|Slice of Life,4.99,9
2767,41405,Bakugan: Armored Alliance,Second season of .,Action|Fantasy|Game,5.31,4
2769,33041,Bubuki Buranki: Hoshi no Kyojin,Sequel of .,Action|Drama|Sci-Fi|Mecha,6.74,3
2860,34503,KochinPa! Dainiki,The second season of,Comedy,4.18,4
2866,31440,Teekyuu 6,Sixth season of the series.,Comedy|Sports|Shounen,6.57,5
2879,30567,Teekyuu 5,Fifth season of series.,Comedy|Sports|Shounen,6.68,4
2883,16317,Ishida to Asakura,"Anime adaptation of the surreal gag manga about two high school boys, Ishida and Asakura.",Comedy|School|Seinen,5.8,15
2884,27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,"Based on the manga by Hiroshi Hiroyama, which is a spin-off of the Fate/stay night erotic visual novel by Type-Moon.",Action|Comedy|Fantasy|Slice of Life,7.2,20
2892,23433,Shin Strange+,Second season of Strange+.,Comedy|Slice of Life|Josei,6.21,4
2923,31098,Ushio to Tora (TV) 2nd Season,Continuation of TV series.,Action|Adventure|Comedy|Supernatural|Demons|Shounen,7.89,4
2929,34126,Rewrite 2nd Season,The second season of the series which adapts Moon and Terra routes.,Action|Comedy|Fantasy|Romance|Supernatural|Military,7.18,12
2942,26395,Teekyuu 4,Fourth season of series.,Comedy|Sports|Shounen,6.69,4
2970,35067,Osomatsu-san 2nd Season,Second season of .,Comedy|Parody,7.6,4
3019,34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,Third season of Ai Mai Mii.,Comedy|Slice of Life,6.01,6
3020,37956,3D Kanojo: Real Girl 2nd Season,Second season of .,Romance|School|Shoujo,7.64,4
3078,44208,Yami Shibai 8,Eighth season of .,Avant Garde|Horror|Supernatural,5.75,4
3137,41574,Guraburu!,"Anime adaptation of , which is 4-koma manga of .",Adventure|Fantasy,5.66,10
3141,22955,Francesca,"TV anime adaptation based on the undead idol character Francesca to promote Hokkaido, Japan.",Comedy|Fantasy,5.11,14
3174,20473,Teekyuu 3,Third season of Teekyuu series.,Comedy|Sports|School|Shounen,6.76,5
3183,1062,Nekojiru Gekijou Jirujiru Original,"Based on the comics by the late Nekojiru. Contains 23 animated shorts aired TV Asahi Network's show ""Bokusho Mondai Boss Chara Ou."" and 4 unbroadcast episodes.",Action|Comedy,6.44,26
3193,33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,Second season of .,Comedy|Game|Space,4.53,4
3199,40174,Zombieland Saga: Revenge,Second season of .,Comedy|Supernatural|Music,7.99,4
3227,14645,Hiiro no Kakera 2,Second season of Hiiro no Kakera.,Fantasy|Romance|Supernatural|Shoujo,7.18,6
3252,35818,Love Kome: We Love Rice Nikisaku,Second season of .,Gourmet|Slice of Life,4.71,4
3458,23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,Second season of .,Comedy|Slice of Life,5.94,4
3469,18121,Teekyuu 2,Second season of Teekyu series.,Comedy|Sports|School|Shounen,6.71,5
3612,4814,Junjou Romantica 2,The second part of continuing the story.,Boys Love|Comedy|Drama|Romance,7.79,7
3749,41109,Log Horizon: Entaku Houkai,Third season of .,Action|Adventure|Fantasy|Game,7.04,4
3773,27927,Urawa no Usagi-chan,"An original anime advertising Urawa City in Saitama, Japan.",Comedy|Slice of Life|School,5.28,9
3809,32400,KochinPa!,"Anime adaptation of pachinko and slot machine parlor Island's ""Aira Project"" commercials. It follows three mascot characters: Aira, Hana, and Shima.",Comedy,3.93,21
3969,39811,Fairy Gone 2nd Season,Second season of .,Action|Fantasy|Supernatural|Demons,6.33,4
3978,34086,Tales of Zestiria the Cross 2nd Season,The second season of .,Action|Adventure|Fantasy,7.31,5
4023,41364,One Room Third Season,Third season of .,Slice of Life,6.45,4
4027,36049,Dagashi Kashi 2,Second season of .,Comedy|Gourmet|Slice of Life|Shounen,6.81,4
4127,18247,IS: Infinite Stratos 2,Second season of .,Action|Comedy|Sci-Fi|Ecchi|Harem|Mecha,6.48,4
4183,32983,Natsume Yuujinchou Go,Season 5 of .,Drama|Slice of Life|Supernatural|Demons|Shoujo,8.55,4
4292,6165,White Album 2nd Season,"The second season of White Album, also known as episodes 14-26.",Drama|Romance|Harem|Music,6.78,11
4296,36431,One Room Second Season,Second season of .,Slice of Life,6.11,4
4323,33417,Super Lovers 2,Second season of .,Boys Love|Comedy|Drama|Romance|Slice of Life,7.18,4
4392,50400,Wo Jia Da Shixiong You Dian Kaopu,Third season of .,Action|Adventure|Comedy|Historical|Martial Arts,,4
4397,40478,Kamiusagi Rope x Ricordi,A collaboration between the franchise and the real estate company .,Comedy|Slice of Life,,11
4400,45611,Tadaima! Chibi Godzilla Season 2,Second season of .,Fantasy|Slice of Life,,4
4403,40395,Bakugan: Battle Planet Short Anime,A series of animated web-shorts that feature the characters from interacting in a more comedic manner.,Action|Comedy|Fantasy|Game,,16
4404,33194,Shi Wan Ge Leng Xiaohua 2nd Season,Second season of .,Comedy|Parody,,4
4409,49549,Bai Gui Youeryuan 4th Season,Fourth season of .,Comedy,,4
4412,49566,Nuan Yang,A healing work about mutual salvation and joint efforts.,Drama|Slice of Life|School,,9
4415,42761,Baolie Feiche 3: Shou Shen Heti,Third season of .,Action|Adventure|Cars,,4
4416,29729,Peeping Life x I-O Data: Quiz!! Input Output,A collaboration with the franchise and I-O Data (a Japanese computer peripheral manufacturer).,Comedy,,13
4421,50401,Hanhua Riji 3rd Season,Third season of .,Comedy|Slice of Life|Supernatural,,4
4422,47624,Ruguo Lishi Shi Yiqun Miao Fanwai,Two extra episodes of .,Comedy|Kids,,5
4423,42448,Menghuan Shuyuan 3rd Season,Third season of .,Comedy|Fantasy,,4
4426,50810,Mao Zhi Ming Episode 5.5,A special episode listed as 5.5 on bilibili.,Comedy|Fantasy,,8
4429,51197,Zi Chuan: Yincang Hudong Ju,Alternative timelines of plot points from .,Action|Fantasy,,7
4434,38505,Kunchi,"An early work of Saigo no Shudan, this movie is collaboration with the artist to-kichi. The motif is ""Nagasaki Kunchi"" which is the most famous festival in Nagasaki, Japan.",Avant Garde,,29
4435,35011,Yankee Hamster,A short web anime about delinquent hamsters. Hamsters with bad boy haircuts that just do whatever they wanna do.,Comedy,,19
4437,33500,Acerola-chan,Nichirei Foods' mascot Acerola-chan gets her own web anime.,Comedy,,9
4442,42444,Bai Gui Youeryuan 2nd Season,Second season of .,Comedy,,4
4444,48988,Ikinuke! Bakusou! Kusohamu-chan! Episode 0,Episode 0 of,Comedy|Slice of Life,,3
4450,41100,Keshikko,"is Kamio Japan's new character line. Based in a stationary world, these are animals that live in erasers (keshigomu).",Music|Kids,,19
4452,32733,ZIP! x Peeping Life TV: Cool Japan Saizensen,NTV's ZIP! and Peeping Life collaboration. Completely unscripted dialogue between NTV's announcers Mika Oguma and Taichi Masu and Peeping Life's Otaku-kun.,Comedy|Slice of Life,,21
