,synopsis,true_genres,predicted_genres
82,"A certain boy and girl in middle school became lovers, flirted with each other, disagreed on trivial things, became more frequently irritated with each other rather than excited... and ended up breaking up at graduation. And so the two of them, Mizuto Irido and Yume Ayai, wound up meeting each other in the most unexpected fashion.  ""Isn't it obvious that I'm the elder brother?"" ""Isn't it obvious that I'm the elder sister?""  The children of the partner of their parents' remarriage were ex-lovers?!  The former couple, mindful of their parent's feelings, decided on a ""sibling rule"" where the one who becomes conscious of the other as the opposite sex loses, but... When they encounter each other in the bathroom, commute to and from school together... along with the memories of the past and living under the same roof, just how do they disregard each other?!","['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance', 'School', 'Seinen']"
83,The CG anime series is based on Sekiguchi Corporation's line of stuffed toy monkeys. Ashi Productions previously produced the television anime series that aired in 1980. An American-produced animated series titled also aired in the 1980s.,['Kids'],['Kids']
84,"Shadowverse Flame features a new protagonist Light Tenryu and its story is set in Shadovar College, a facility that trains professional players of the Shadowverse game. Tenryu Light, a transfer student, decides to join ""Seventh Flame,"" one of the seven Shadovar clubs. However, Seventh Flame is on the verge of closure due to a lack of members! In order to avoid the club's demise, Light decides to look for new members. But what awaits him are powerful rivals who control a wide variety of cards...",['Fantasy'],['Shounen']
85,"The travel reporter camping car 'Camp', the new Broomstown port authority manager 'Belle', and the cute forklift 'Lifty' are all newcomers to Broomstown. And Bruner has a new cute cousin named 'Bruny'!  Source: Robocar POLI","['Comedy', 'Kids']","['Comedy', 'Kids', 'Seinen', 'Slice of Life']"
86,"It's about an ordinary office worker Fumiyama Fumio, who gains self-confidence by the advices of an Indian god, Ganesha.",['Comedy'],"['Comedy', 'Seinen', 'Slice of Life']"
87,"A shy little Carino Coni is a rabbit boy who just started to live alone in the forest away from his family. Everyday Coni's heart raises with joy playing with his siblings who lives nearby, but suddenly cries of lonesomeness, which he cannot explain.  This story is about all heart warming stories Coni encounters, and how he himself become not so lonely anymore as he gradually grows up.","['Fantasy', 'Kids']","['Drama', 'Kids', 'Slice of Life']"
88,"The franchise centers on two friends: a naive weasel who likes cute and round things, and a dormouse who plays innocent. Together, they spend their days playing and having fun in short stories set in Nagano Prefecture.","['Comedy', 'Slice of Life']","['Comedy', 'Kids', 'Seinen', 'Slice of Life']"
89,"Saliphie is the 99th female human sacrifice to be eaten for the King of the Beast and Demons, but despite that she is not in the least afraid since she has never had a family nor a home to lose, so she takes a positive attitude and no longer worries about being eaten.  The King finds her amusing and lets her stay by his side until the time of her death. This leads her to find out the truth about the King of the Beast and Demons, and she ends up as the King's Consort despite being a female human. This leads other beasts and demons to be mad, but the king being powerful enough they shut up.  This is how Saliphie turns to be the first human queen of the demons and beasts.","['Fantasy', 'Romance', 'Shoujo']",['Fantasy']
90,"A spin-off of taking place in a fantasy world. Tama, along with his friends Shima and Hat, have to find magic stones accross the universe.","['Adventure', 'Comedy', 'Kids']","['Adventure', 'Comedy', 'Fantasy', 'Kids']"
91,No synopsis has been added for this series yet.   to update this information.,['Comedy'],"['Adventure', 'Comedy', 'Kids', 'Shounen']"
92,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday.",['Kids'],"['Comedy', 'Kids']"
93,"Reina Aharen, a small and cute student with a quiet voice, is quite bad at determining distance and personal space. Sometimes she's inches away from your face, and at other times, miles too far! The only one who tries to understand her antics is Raidou Matsuboshi, who is seated beside her in class. He has a menacing face, but in reality, he is a kind boy with an imagination that can run wild at times.  Aharen-san wa Hakarenai follows the peculiar pair as their odd friendship starts to blossom when Raidou picks up Aharen's eraser for her. She misinterprets his gesture and now believes them to be best friends, showing how the simplest of things can prove to be the most complicated of challenges for them.","['Comedy', 'School', 'Shounen']","['Comedy', 'School', 'Seinen', 'Slice of Life']"
94,"Atsushi Kamiya is a former captain at Kakegawa High School and the world-renowned ""courageous captain"" for a famous Italian soccer team. Hideto Tsuji is a student at the same school, who seems uninterested in the now-weakened soccer team. Their meeting is the start of a new legend...","['Shounen', 'Sports']","['Comedy', 'School', 'Seinen', 'Shounen', 'Sports', 'Super Power']"
95,The goofy tales of a king and his family who make their way to Earth after their planet explodes.,"['Comedy', 'Slice of Life']","['Adventure', 'Comedy', 'Kids', 'Shounen']"
96,"The 100 Years Quest: a mission so challenging and hazardous that it has remained unaccomplished for over a century. While countless mages have attempted to take on this grueling objective, their results ended in either overwhelming defeat or worse. Nonetheless, Natsu Dragneel and his friends—Lucy Heartfilia, Gray Fullbuster, Erza Scarlet, and Wendy Marvell, along with the exceeds Happy and Charlés—ambitiously embark on the quest.  A year after the Fairy Tail guild has overcome the diabolical forces of Acnologia and Zeref, Natsu and his team trek into the northern continent of Guiltina, where they seek out the employer of the 100 Years Quest and receive their nearly impossible mission: to seal away the Five Dragon Gods—a group of individuals with such vast power that, if left alone, could cause global devastation. Meanwhile, a spirited new member named Touka is recruited to Fairy Tail. Although her vibrant energy and passionate nature makes her perfect for the guild, there seems to be more to her than meets the eye.  Determined to accomplish their seemingly insurmountable mission, Natsu and his friends begin their treacherous search for the Dragon Gods. However, once encountering a new dark guild named Diabolos, along with the newest recruit of Fairy Tail revealing her true colors, Natsu and his team will find that the 100 Years Quest isn't the only challenge they face.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']"
97,"When entrances to a different dimension known as the ""Mato"" emerge all over Japan, a new resource known as ""Peaches"" are discovered which give unique abilities only to women. However, dangerous monsters called ""Yomotsu Shuuki"" also roam throughout the Mato and have been responsible for various disasters ever since. To combat them, the government formed the Anti-demon Corps, an elite group of women who have received power from the Peaches.  One day, a high school student named Yuuki Wakura was walking home from school when he suddenly got lost in a Mato entrance. When he calls for help, he is immediately rescued by Kyouka Uzen, the chief of the Seventh Unit of the Anti-demon Corps. Recognizing his potential while also needing him to make her Peach power more effective, she asks that Yuuki join the Anti-demon Corps by becoming her slave, a position he might find more enjoyable than he initially would have thought...","['Action', 'Fantasy', 'Shounen', 'Supernatural']","['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural']"
98,"An alien named Luckle from the planet Lucky Star crashes their spaceship in Mori Town. He has the ability to give ""lucky"" or ""unlucky"" outcomes to people via telekinesis. Lala-chan helps him get to safety but in doing so, the town (and her friends) thinks she's harboring a dangerous being using it to do crimes no thanks to Salmiakki. Unfortunately a darker power lurks to bring wickedness upon Mori Town by corrupting Salmiakki even further.","['Adventure', 'Fantasy', 'Kids']","['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']"
