title,synopsis,genres,index
Isekai Yakkyoku,"After losing his little sister to an incurable disease, world-famous medical researcher Kanji Yakutani gave it his all to cure patients by dedicating his life to inventing new medicines. After working himself to death at the age of 31, the former pharmacist wakes up as a 10-year-old child whose body has been struck by lightning. He discovers that he has been reincarnated into a medieval world as Falma, a child of the respected De Médicis family.  In a world where divine arts—magic granted through blessings from guardian deities—exist, Falma realizes that his body is host to the guardian deity of medicine. The boy has been granted the mythical divine arts of creation and reduction as well as the ability to instantly diagnose illnesses in people's bodies.  He soon discovers the terrible state of medicine in this world: only nobles are able to afford medical care, which is ineffective at best and detrimental at worst. Using modern knowledge and his divine powers, Falma gradually makes a name for himself as a pharmacist despite his young age, even earning the recognition of the imperial court. When he finally acquires a proper pharmacy of his own, he sets out to pursue his goal of improving healthcare in the San Fleuve Empire and making it accessible to all.","('Fantasy',)",278
Wansa-kun,"The hero of Wansa-kun is Wansa, a puppy who is sold for a pittance, then escapes, and spends much of the rest of the series looking for his mother.","('Comedy',)",283
Tomodachi 8-nin,"A series oriented to three-year-old children, showing the everydays of 9 characters, each of them having a distinct feature. Children will recognize characters and situations from their own life. Sometimes through conflicts, sometimes through encouragement, they will find everyone's place in the world. The story conveys messages such as ""Nobody's alone"", ""It's good to be different"" and the importance of being connected with others, in a fun way.","('Comedy', 'Kids')",285
Ten Count,"Corporate secretary Shirotani suffers from obsessive-compulsive disorder. One day he meets Kurose, a therapist who offers to take him through a ten-step program to cure him of his compulsion. As the two go through each of the ten steps, Shirotani 's attraction to his counselor grows.","('Drama', 'Romance')",292
Chikkun Takkun,"The ""Waruchin Ceremony"" has been stolen from All Star, a planet that exists in the outskirts of space. The computer that is built into it is programmed to make anything possible. The thief is actually the villain, Doctor Bell. Doctor Bell schemes to invade the other planets through the use of Waruchin. The prince of All Star, Prince Chikkun, together with his trusty advisor, the intellectual Takkun, decides to head towards Earth in pursuit of Doctor Bell.","('Comedy', 'Sci-Fi')",293
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,"On a legendary island shaped like an unusually regular turd, a population of turd-people and insanely aggressive animals go about their hilarity-packed day to day lives. Central character Yoshiko Un is known as Unko-san, but you're unlikely to meet her--the island appears only to the fortunate few, to whom they give good luck.","('Comedy',)",297
Zen-chan Two-chan,A daily educational TV anime broadcasted on NTV focusing on teaching children traffic safety. It was rebroadcasted on other networks till 1978. The anime ran in a 5-minute time slot but shared some of the air time with some live-action shorts/series also meant for children.,"('Kids',)",298
Gan Gan Ganko-chan,"The anime follows a boy named Gen, who time travels from the year 2020 to a distant future where humanity has gone extinct. He begins staying at the Ganko family home in the Rustling Forest, where he has none of the amenities he is used to: no electricity, gas, or running water, as well as no television, smartphones, convenience stores, snacks, or games.","('Comedy', 'Kids', 'Sci-Fi')",307
Hoshi no Samidare,"One day, college student Yuuhi Amamiya is approached by talking lizard Sir Noi Crezant. Crezant immediately launches into a fantastical story: the powerful mage Animus intends to destroy the earth with his biscuit hammer, a huge contraption looming high in earth's orbit. Earth's only hope lies with the princess and her Beast Knights, whose task is to protect the princess and defeat Animus.  Yuuhi is chosen as the Lizard Beast Knight, and despite his misgivings, is quickly forced to defend himself from a golem created by the mage. He is saved by his neighbor, the princess Asahina Samidare, and swears loyalty to her. However, the princess does not intend to save the earth at all. She lets Yuuhi in on her real motivations: to prevent Animus from destroying the earth, only to then annihilate the planet by her own hand. The pair continue to fight off attacks by Animus's golems while the remaining Beast Knights are slowly being gathered and learning to use their powers. But Yuuhi will have to decide for himself whether to go along with Asahina's plans, whom he is getting close to, or to save the earth. In the process, he must also confront his true self, and determine where his loyalties truly lie.","('Action', 'Adventure', 'Comedy', 'Drama', 'Seinen')",315
Kimi wa Houkago Insomnia,"It all started with the death of one of the Astronomy Club's members. From this, the rumored ghost of the club came to life.  Grumpy insomniac Ganta Nakami stumbles across the moderately rebellious yet easygoing Isaki Magari in the Astronomy Club's abandoned observatory. Magari is jolted awake and tries to escape from the scene, only to have a broken door prevent that, forcing the two inside. The two forge an unlikely friendship, leading them to use the observatory as a safe space for them to interact.  Kimi wa Houkago Insomnia follows the insomniacs Nakami and Magari's time in the starlit observatory as they help each other cope with insomnia and the lasting effects it has on student life.","('School', 'Seinen', 'Slice of Life')",317
Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,G.G. Bonds enters the realm of dreams to stop evil's power from growing. They must get the citizens of Crystal City to remember their dreams so that the 5 element powers can recharge.,"('Kids', 'Sci-Fi', 'Super Power')",319
Ragna Crimson,"In a world where dragons rule sky, sea, and land, those who would fight them and win must surpass the limits of normal human strength. Set on victory at any cost, dragon hunter Ragna joins forces with the mysterious Crimson. Crimson's motivations may be obscure, but their goal is the same: to destroy the dragon monarchs.","('Fantasy', 'Shounen')",327
Utawarerumono: Futari no Hakuoro,"After the events of Mask of Deception, the Yamato Empire is now ruled with an iron fist by a ruthless usurper who seeks to subjugate all before him. It's up to a couple of familiar faces to band together against the might of the Imperial army, and the fate of the world hangs in the balance as nations and generals must pick a side to fight with in this perilous civil war. Secrets will be revealed, friendships will be tested, and battles will be fought. Will peace and order be restored or will victory at any cost be the beginning of the end?","('Action', 'Drama', 'Fantasy')",335
